,casualtag,cflag,eflag,eventtag,filename,sentence,uploadTime,username
0,1,1,0,0,TEST,不过，这次新三板市场的改革解决了这个问题，因为其中的措施之—，就是优化发行融资制度，允许符合条件的创新层企业向不特定的合格投资者公开发行股票。,2019-12-10 22:24:10.019,radish
1,1,1,0,0,TEST,既然精选层公司从创新层中选拔，而创新层公司又可以公开发行股票，因此精选层挂牌公司的股权结构问题当不难解决。,2019-12-10 22:24:10.019,radish
2,1,1,0,0,TEST,既然直接转板有“符合交易所上市条件和相关规定”，那么，精选层挂牌公司就从这方面严格把关，为下一步这些公司的直接转板上市扫清障碍。,2019-12-10 22:24:10.019,radish
3,1,1,0,0,TEST,因此，在精选层公司可以直接转板上市的背景下，精选层的投资者门槛也有必要大幅降低，甚至直接对接。,2019-12-10 22:24:10.019,radish
4,1,1,0,0,TEST,毕竟新三板已经在创新层这一层面允许符合条件的企业向不特定合格投资者公开发行股票，既然已经公开发行股票，因此基于方便投资者交易的需要，也有必要在交易方式上与A股市场对接，在精选层实行连续竞价交易。,2019-12-10 22:24:10.019,radish
5,1,1,0,0,TEST,然而，随着近年来IPO发行常态化的出现，却呈现出几个明显的市场表现。,2019-12-10 22:24:10.019,radish
6,1,1,0,0,TEST,从某种程度思考，正因为新股本身具有持续赚钱能力，那么也自然容易受到市场资金的参与。,2019-12-10 22:24:10.019,radish
7,1,1,0,0,TEST,不过，对于新股上市首日开板的现象，确实有所出乎市场预期，而这一现象会否得到延续，或是否由此改变A股市场的游戏规则，那么仍需要得到时间验证。,2019-12-10 22:24:10.019,radish
8,1,1,0,0,TEST,或许，在未来市场逐渐走向注册制的趋势下，未来A股新股的首日表现可能会存在港股化的趋势，即新股上市后的价格表现，则从很大程度上取决于市场。,2019-12-10 22:24:10.019,radish
9,1,1,0,0,TEST,假如A股新股表现呈现出港股化的趋势，那么将会从一定程度上改变现有资金的打新计划，而在新股上市首日开板乃至破发的背景下，资金采取市值配售策略的积极性也会有所下降，届时将会更考验投资者的打新申购智慧，但也是市场化趋于成熟的表现。,2019-12-10 22:24:10.019,radish
10,1,1,0,0,TEST,或许，渝农商行开启了A股新股上市首日开板的时代，但从估值定价、市值规模及所属行业等因素分析，渝农商行上市首日开板暂时还是个例，而按照当前A股市场的资金面环境，A股新股首日开板现象未必具有普遍性，但随着新股的不断扩容，且明显超出了市场存量资金的承受能力，那么未来A股市场还是会接连出现上市首日开板乃至上市首日破发的现象。,2019-12-10 22:24:10.019,radish
11,1,1,0,0,TEST,之所以认为“压低长期利率应当成为中国央行货币政策调节重要而长期的目标”，核心理念就是“金融长期化、资本化、股权化关系到金融服务实体经济的有效性”。,2019-12-10 22:24:10.019,radish
12,1,1,0,0,TEST,周莉萍论述了基础货币量化宽松、尤其是释放长期基础货币与压低长期利率之间的关系，但如果我们确信这是“金融长期化、资本化、股权化”的过程，那美国“基于长期基础货币投放的量化宽松货币政策”就谈不上失败，而且相当成功，因为美国股市连续上涨10年，它使得“企业来自长期的股权融资占比上升100%，而最不稳定的短期货币融资降低50%”，这是美联储前主席耶伦告诉全世界的基本事实。,2019-12-10 22:24:10.019,radish
13,1,1,0,0,TEST,正因如此，我们希望再次重申，金融长期化、资本化、股权化的关键在于中央银行如何理解基础货币，如何操作基础货币。,2019-12-10 22:24:10.019,radish
14,1,1,0,0,TEST,改革开放初期，中国经济之所以高速增长，其中一个重要原因是中国老百姓沿袭着祖祖辈辈传下来的“艰苦朴素作风”。,2019-12-10 22:24:10.019,radish
15,1,1,0,0,TEST,这种作风或生活习惯，使得老百姓大量生活结余变成银行储蓄，近而为经济发展提供了重要的资本来源，这同样体现着中国的“人口优势和人口红利”。,2019-12-10 22:24:10.019,radish
16,1,1,0,0,TEST,还有，近年来中国“新增储蓄金额低于新增个人贷款金额”已经成为常态，这说明老百姓的贷款已经开始消耗其储蓄存量，已经不能有效支撑企业贷款的合理增长。,2019-12-10 22:24:10.019,radish
17,1,1,0,0,TEST,比如，钱紧就不可能有长期的投资的储蓄，从而导致专司货币套利、流动性要求极高的货币基金成为金融商品的主角，5年扩张20倍，这难道不是中国金融短期化、货币化、套利化的重要表象吗？,2019-12-10 22:24:10.019,radish
18,1,1,0,0,TEST,我们说，资本市场就是“储蓄转化为投资的场所”，如果没有稳定而长期的储蓄，那资本市场的功能还有意义吗？,2019-12-10 22:24:10.019,radish
19,1,1,0,0,TEST,我们当然知道经济发展需要消费，有了更多的消费，生产才会良性运转。,2019-12-10 22:24:10.019,radish
20,1,1,0,0,TEST,杭州趣链的董事长陈纯就是这次在重要会议上，做区块链报告的专家，所以是纯正的区块链龙头、目前己经连续二个涨停板，但回顾往期爆火的热点题材，往往在第一波上涨之后就开始分化，区块链板块也将开展“淘汰”行情，所以单纯“蹭热点”不好的公司建议避开。,2019-12-10 22:24:10.019,radish
21,1,1,0,0,TEST,所以重点关注之前我多次预测的重要的变盘时间窗口及量能变化。,2019-12-10 22:24:10.019,radish
22,1,1,0,0,TEST,我们现在也在进入到金融大开放的过程，所以这是我们制度红利过程能带来的巨大机遇。,2019-12-10 22:24:10.019,radish
23,1,1,0,0,TEST,但是随着市场的不断扩容，A股出现全市场齐涨共跌的全面大牛市难度极大，取而代之的是个股分化的结构性行情，对投资者的考验越来越大。,2019-12-10 22:24:10.019,radish
24,1,1,0,0,TEST,目前外资加人A股的资金越来越多、如何找到优质的公司才是投资者今后盈利的重要保障。,2019-12-10 22:24:10.019,radish
25,1,1,0,0,TEST,积极拥抱新技术是在未来全球科技产业中占得先机的先决条件，当前全球金融格局面临潜在的演变、自主创新需求迫切，以及在“科技立国”背景下，国家对科技领域的支持力度将空前巨大，我们七月份重点看好的PCB龙头公司等一批牛股涨幅很大都在高位宽幅震荡调整的过程中。,2019-12-10 22:24:10.019,radish
26,1,1,0,0,TEST,我多次强调A股的大牛股不能只有茅台、也不应该只有长春高新、在中国经济转型大力发展高科技的今天、中国应该有科技的茅台才是合理的、有业绩支撑的科技股明显的成为市场核心领涨方向、已经得到了市场的验证。,2019-12-10 22:24:10.019,radish
27,1,1,0,0,TEST,由于每周上午得去电视台一二次、来不及发博文、大家可以收藏波段手陈志平的公众号及时观看行情预测等。,2019-12-10 22:24:10.019,radish
28,1,1,0,0,TEST,依旧建议投资者重点关注5G应用层面未来巨大的投资机会，随着5G建设的大规模铺开，以华为为首的企业也开始陆续发布基于5G的各类应用，在未来很长的一段时间内这都将是市场中最具想象空间，最具爆发力的一条主线。,2019-12-10 22:24:10.019,radish
29,1,1,0,0,TEST,不过，入门价只要128元的5G套餐，实际用起来更贵，因为5G网络的流量消耗更快了。,2019-12-10 22:24:10.019,radish
30,1,1,0,0,TEST,由此来看，每月只有30G流量的128元5G套餐根本不够用。,2019-12-10 22:24:10.019,radish
31,1,1,0,0,TEST,由于现在三大运营商取消了不限流量套餐，流量超出套餐后需要额外付费。,2019-12-10 22:24:10.019,radish
32,1,1,0,0,TEST,粗略算一下，升级到5G网络后，用户每月的流量消耗至少在20G以上，128元的5G套餐只能说是勉强够用。,2019-12-10 22:24:10.019,radish
33,1,1,0,0,TEST,由于5G网络的流量消耗更快，看似便宜的5G套餐用起来其实更贵。,2019-12-10 22:24:10.019,radish
34,1,1,0,0,TEST,北汽的发展，也带动了株洲经济迈上新的台阶。,2019-12-10 22:24:10.019,radish
35,1,1,0,0,TEST,10年间，株洲汽车产业的快速腾飞，北汽也逐渐成长为引领行业发展的领头雁，有时代的选择、机遇的垂青，不过更多的是开创的精神、事业的坚定。,2019-12-10 22:24:10.019,radish
36,1,1,0,0,TEST,在共同努力之下，最终双方都获得了理想的回报。,2019-12-10 22:24:10.019,radish
37,1,1,0,0,TEST,2001年12月13日，湖南省政府中共湖南省委印发《中共湖南省委、湖南省人民政府关于大力推进工业化进程的决定》（以下简称《决定》），吹响全力推进全省工业化进程的号角。,2019-12-10 22:24:10.019,radish
38,1,1,0,0,TEST,为落地《决定》各项细则，2008年初，株洲正式启动“5115”工程，计划在五年内培育出五个以上年主营业务收入过一百亿元、十个以上年主营业务收入过五十亿元的具有较强核心竞争力的新型工业化“旗舰企业”。,2019-12-10 22:24:10.019,radish
39,1,1,0,0,TEST,在区域产业发展中，株洲为汽车产业亮起了绿灯，也为该领域企业创造了更多便利的条件，迅速激发车企的活力。,2019-12-10 22:24:10.019,radish
40,1,1,0,0,TEST,回忆起这段经历，北京汽车焊装车间主任乔林记忆犹新：员工走进厂区后，必须趟过无数水坑，才能走进办公室；,2019-12-10 22:24:10.019,radish
41,1,1,0,0,TEST,北京汽车的快速发展，也助推株洲经济驶入快车道。,2019-12-10 22:24:10.019,radish
42,1,1,0,0,TEST,彼时，全球车企将中国市场视为必争之地时，精准捕捉用户需求，同时以最快速度实现量产，才能立足中国市场。,2019-12-10 22:24:10.019,radish
43,1,1,0,0,TEST,通过规章管理，株洲分公司一工厂一、二期项目各项业务快速步入正轨，形成能够保障企业高效率运营和高效益产出的管理体系。,2019-12-10 22:24:10.019,radish
44,1,1,0,0,TEST,优越的管理制度能够帮助企业快速成长，不过这只是企业稳固行业地位的基础，如何更好地结合先进的生产技术，打造现代化的生产基地，决定着企业能否在市场竞争中掌握主动权，汽车制造业更是如此。,2019-12-10 22:24:10.019,radish
45,1,1,0,0,TEST,很多观点认为，这是汽车业的寒冬，市场优胜劣汰的形势将日趋紧迫，已经有部分企业开始掉队。,2019-12-10 22:24:10.019,radish
46,1,1,0,0,TEST,这些“偏执”，最终换来了用户的安心。,2019-12-10 22:24:10.019,radish
47,1,1,0,0,TEST,“随着人工智能技术的不断渗透，作为工业制造的明珠，汽车行业也将率先在生产制造领域产生智能化的变革。”,2019-12-10 22:24:10.019,radish
48,1,1,0,0,TEST,新品牌从用户需求出发，整合北汽新能源和北京汽车产品与技术资源，以新能源、新技术为核心，推进智能驾驶与智能网联的深度赋能。,2019-12-10 22:24:10.019,radish
49,1,1,0,0,TEST,北汽的发展，也带动了株洲经济迈上新的台阶。,2019-12-10 22:24:10.019,radish
50,1,1,0,0,TEST,中国的经济规模总量这样大，中国银行业的资产规模如此之大（277万亿元），在6大国内银行占全国银行体系绝对比重的情况下，中国国有大型银行成为最为赚钱的公司就水到渠成了。,2019-12-10 22:24:10.019,radish
51,1,1,0,0,TEST,十几年来国内房地产市场价格只涨不跌，从而就没有出现周期性的调整。,2019-12-10 22:24:10.019,radish
52,1,1,0,0,TEST,在房价只涨不跌的情况下，国内商业银行只要把贷款贷出去就是利润。,2019-12-10 22:24:10.019,radish
53,1,1,0,0,TEST,如果以9月份人民币贷款余额150万亿元，以工商银行的年利率水平来计算，国内商业银行2019年的利润就可达到3.4万亿元。,2019-12-10 22:24:10.019,radish
54,1,1,0,0,TEST,这也是为何国内房地产市场调控把“三稳”（稳房价、稳预期、稳地价）作为调控目标所在，就是要稳定房价。,2019-12-10 22:24:10.019,radish
55,1,1,0,0,TEST,有人说，中国政府就是有能力打破市场铁律或法则（市场价格有涨有跌），让中国房地产市场价格一直涨下去，涨到天外去。,2019-12-10 22:24:10.019,radish
56,1,1,0,0,TEST,比如，国有大型银行成为全球最为赚的公司，这就意味着中国金融市场不发达，非市场化程度高，让低效率的国有大型主导市场融资并以此谋取巨大利润。,2019-12-10 22:24:10.019,radish
57,1,1,0,0,TEST,国有大型银行通过特殊的制度安排所获得的利润越高，或越是赚钱多的公司，那么国内企业及居民所要承担的成本则会越高。,2019-12-10 22:24:10.019,radish
58,1,1,0,0,TEST,还有，当商业银行为了获得短期利益而对市场过度信用扩张时，这其实是在损害整个社会的长期利益或整体利益。,2019-12-10 22:24:10.019,radish
59,1,1,0,0,TEST,因为，银行体系过度的信用扩张，让金融市场的流动性泛滥，让泛滥的流动性在金融体系内循环，必然会推高各种资产价格。,2019-12-10 22:24:10.019,radish
60,1,1,0,0,TEST,在这种情况下，如果股市泡沫或房地产泡沫破灭引发金融危机当然是要让整个社会来承担商业银行信用过度扩张的成本。,2019-12-10 22:24:10.019,radish
61,1,1,0,0,TEST,所以，国有大型银行成为全球最为赚钱的公司已经向市场发出明确的信号，整个社会将要承担其成本。,2019-12-10 22:24:10.019,radish
62,1,1,0,0,TEST,所以，上述问题概括到一点，就是当前国内金融市场，在于制度体制严重缺陷让无效率的国有大型银行成为全球最为赚钱的公司，整个社会正在及将来要承担巨大的成本。,2019-12-10 22:24:10.019,radish
63,1,1,0,0,TEST,2、不可篡改性：一旦进入区块链，任何信息都无法更改，甚至管理员也无法修改此信息。,2019-12-10 22:24:10.019,radish
64,1,1,0,0,TEST,一个东西一旦出现就再也没法改变，这种属性对于人类目前所处的可以更改、瞬息万变的网上世界而言意义重大。,2019-12-10 22:24:10.019,radish
65,1,1,0,0,TEST,4、无第三方：因为区块链的去中心化，它可以帮助点对点交易，因此，无论您是在交易还是交换资金，都无需第三方的批准。,2019-12-10 22:24:10.019,radish
66,1,1,0,0,TEST,1、数字身份很多人开各种证明时会遇到“证明我妈是我妈”的窘境，有了区块链，就再也不用担心了。,2019-12-10 22:24:10.019,radish
67,1,1,0,0,TEST,一旦跨国，合同和证书可能就失效了，因为缺少全球性的中心节点。,2019-12-10 22:24:10.019,radish
68,1,1,0,0,TEST,2、卫生保健简单说就是利用区块链建立有时间戳的通用记录存储库，进而达到不同数据库都可提取数据信息的目的。,2019-12-10 22:24:10.019,radish
69,1,1,0,0,TEST,而区块链的应用正是除去中间商，并为服务提供商和客户创建安全、分散的方式，以达到直接进行连接和交易的目的。,2019-12-10 22:24:10.019,radish
70,1,1,0,0,TEST,4、更便捷的交易区块链可以让支付和交易变得更高效、更便捷。,2019-12-10 22:24:10.019,radish
71,1,1,0,0,TEST,区块链平台允许用户创建在满足某些条件时变为活动的智能合约，这意味着当交易双方同意满足其条件时，可以释放自动付款。,2019-12-10 22:24:10.019,radish
72,1,1,0,0,TEST,智慧的供应链将使我们日常吃到的食物、用到的商品更加安全，让我们更加放心。,2019-12-10 22:24:10.019,radish
73,1,1,0,0,TEST,此外，区块链还通过设置激励机制，推动“信息互联网”向“价值互联网”“信任互联网”变迁，从而充分挖掘内部的积极力量，维护网络世界的生态秩序，进而实现更加良性的治理架构，有效赋能国家治理体系和治理能力现代化建设，因此被广泛认为可能引起一场全球性的技术革新和产业变革。,2019-12-10 22:24:10.019,radish
74,1,1,0,0,TEST,随着国家战略、政策支持力度加大，寻找板块的龙头标的，才能必成大牛！,2019-12-10 22:24:10.019,radish
75,1,1,0,0,TEST,而本轮降准周期中的历次降准均为定向，所释放的资金中相当一部分要还用于置换中期借贷便利，且央行多次申明降准资金要投放至小微企业等领域，不仅所释放资金量小于全面降准，且资金投向亦受到限制，这就导致降准对A股的刺激作用大打折扣。,2019-12-10 22:24:10.019,radish
76,1,1,0,0,TEST,原因之一在于制约货币政策大幅放松的因素并未消失。,2019-12-10 22:24:10.019,radish
77,1,1,0,0,TEST,本轮降准周期均以刺激力度更小的定向降准方式来进行，一是因为房价泡沫的存在，在房价高企的情况下，货币政策大幅宽松只能起到火上浇油的作用，使房地产泡沫吹得更大，在未来形成更加棘手的局面；,2019-12-10 22:24:10.019,radish
78,1,1,0,0,TEST,欧盟同意英国脱欧期限延迟至2020年1月31日，这意味着英国再次避免无协议脱欧的险情。,2019-12-10 22:24:10.019,radish
79,1,1,0,0,TEST,虽然去年的“不雅饭局”事件引发市场对证券分析师评选活动产生异议，但证券分析师的工作对于整个证券市场来说还是非常重要的，是证券市场里“指点江山，激扬文字”的人物，因此，对证券分析师的评选还是有必要的。,2019-12-10 22:24:10.019,radish
80,1,1,0,0,TEST,不过，证券分析师评选过程中还存在着一些细节性的问题也是有待于完善的，而这些细节问题不加以解决，它最终有可能会影响到证券分析师的评选质量，因此，这些细节问题也有必要予以重视。,2019-12-10 22:24:10.019,radish
81,1,1,0,0,TEST,央行推出的数字货币，先兑换给商业银行或者机构，然后再兑换给公众，这么做的意义不在于现有货币的数字化，而是M0替代，有利于人民币流通和国际化，为货币投放、货币政策制定提供有力参考。,2019-12-10 22:24:10.019,radish
82,1,1,0,0,TEST,换做以前这么说，我们总感觉自己有点力不从心，如今这话说出来还是让人信服的，因为相比国外的区块链发展，国内的发展基础算是非常好的了。,2019-12-10 22:24:10.019,radish
83,1,1,0,0,TEST,跟着黄哥的肯定不会被大调整所吓倒，因为咱们做到了仓位、风控合理配置，那就进可攻退可守，也就不会怕。,2019-12-10 22:24:10.019,radish
84,1,1,0,0,TEST,分布式账本分布式账本指的是交易记账由分布在不同地方的多个节点共同完成，而且每一个节点记录的是完整的账目，因此它们都可以参与监督交易合法性，同时也可以共同为其作证。,2019-12-10 22:24:10.019,radish
85,1,1,0,0,TEST,事实上，只要参与记账的人的数量足够多，不能掌控全部数据节点的51%，就无法肆意操控修改数据，这使区块链本身变得相对安全，避免了主观人为的数据变更。,2019-12-10 22:24:10.019,radish
86,1,1,0,0,TEST,为什么其他玩家都会主动给获胜者奖励，是因为打麻将的人都自动达成了共识，获胜者赢钱，大家都记录了这笔账并认定这笔账有效，甚至包括坐在旁边看打牌的牌友，每个人都在心中为牌局记了账，想抵赖是不行的。,2019-12-10 22:24:10.019,radish
87,1,1,0,0,TEST,为什么这只鸡能够卖到这么贵的价格，因为它采用了区块链技术。,2019-12-10 22:24:10.019,radish
88,1,1,0,0,TEST,市场全天走势相对稳健，科技股成为市场最大的亮点，成交量也出现一定程度的放大，市场热点集中突出，做多的动能相对充沛，这对于市场接下来的行情和走势来说都是一个积极信号，一旦市场出现持续性的热点，那更将是一个值得我们短期做多的格局。,2019-12-10 22:24:10.019,radish
89,1,1,0,0,TEST,从今天整个市场的表现看，利好刺激下的相关概念一枝独秀的成为市场今天的最大燃爆点，其实彬哥不止一次的说过，A股市场在很大程度上是会受到政策以及制度的影响的，在A股市场，做多还是做空都需要看政策，这一次再度得到了很好的验证，从今天整个市场走势看，以区块链和数字货币为首的个股成为做多的最大力量，而且这个做多还将持续下去，因此对于我们投资者来说，短期的选择将会非常的明确，那就是深挖市场可能出现的新的和区块链有关的个股，继续寻找这个版块和概念的做多操作机会，在区块链有关概念和个股的带动下，市场必将再度掀起一波科技股的浪潮，毫不客气的说，科技股的春天已经来临。,2019-12-10 22:24:10.019,radish
90,1,1,0,0,TEST,前期走强的供气供热、房地产、水产品、银行等板块跌幅靠前，这点也很正常，主要原因就是场外资金没有进场，目前还是场内资金在对倒折腾，主力资金新进入一个板块就要撤离另外一个板块，所以，前期走前的银行、地产今天就开始回调了。,2019-12-10 22:24:10.019,radish
91,1,1,0,0,TEST,目前还不知道，但我们还是建议大家对比当初雄安板块的炒作模式，也就是所有板块个股都打开了涨停，大家就要注意风险，海通证券认为，未来区块链将在金融、医疗、政务处理、智慧城市等领域拥有广泛应用空间，但也要认识到区块链技术目前还存在成本高效率低的问题，并非广泛适用所有的应用场景，而且各家上市公司真正体现到业绩增长尚需时间验证，所以“区块链”概念在炒作后难免价值回归，因此投资者需要注意短线追高的风险。,2019-12-10 22:24:10.019,radish
92,1,1,0,0,TEST,区块链板块走强以后，市场热点带动芯片、软件等科技股，长电科技、中微公司、江化微、华天科技等芯片概念股全线大涨，中国软件、浪潮软件，浪潮信息等软件股也出现了拉升，光大证券认为区块链有望带动市场情绪回暖，目前市场的预期也是想通过区块链的利好刺进场外资金入场，但就今天大盘走势来说，大盘就此企稳的概率不是很大，毕竟前期强势的猪肉、银行等板块都出现了较大力度的回调，我们前期说过，强势市场应该是强势股继续上涨，场外抄底资金推动补涨股走强，但今天前期强势股全线回调，两市还有近10只个股跌停，所以，目前只能定义为反弹，反弹的高点还是先看3000点附近，大盘有效站稳3000点的概率不大，除非后期市场还有利好推出，否则，大家还是要小心周三以后大盘下跌的风险，回踩的低点我们还是先看2900点附近，极限是前期缺口2870点附近，大盘向下的空间不大。,2019-12-10 22:24:10.019,radish
93,1,1,0,0,TEST,国企改革对股市最直接的影响就是周期股板块和沪指的走势，因为沪指的成份股多数是国有控股上市公司。,2019-12-10 22:24:10.019,radish
94,1,1,0,0,TEST,如果回溯一年的股市波动，拉平短期震荡，就会看到过去一年的交易量是稳步上涨的。,2019-12-10 22:24:10.019,radish
95,1,1,0,0,TEST,随着中国经济总量在全球提升，提高配置中国资产是国际资金必选题。,2019-12-10 22:24:10.019,radish
96,1,1,0,0,TEST,不过，由于本次修改只允许符合国家战略的高新技术产业和战略性新兴产业相关资产在创业板重组上市《重组办法》的修订主要涉及五个方面，包括取消重组上市认定标准中的“净利润”指标、进一步缩短“累计首次原则”计算期间、推进创业板重组上市改革、恢复重组上市配套融资、加强重组业绩承诺监管等。,2019-12-10 22:24:10.019,radish
97,1,1,0,0,TEST,比如随着今后创业板公司重组上市案例的增多，创业板与科创板可能出现“同质化”的问题，继而导致创业板与科创板层次不清的问题；,2019-12-10 22:24:10.019,radish
98,1,1,0,0,TEST,但由于2016年修订后对此进行了约束，因而对某些重组上市的上市公司产生了影响。,2019-12-10 22:24:10.019,radish
99,1,1,0,0,TEST,而且，对于创业板公司而言，虽然重组上市已经解禁，但由于只限定于高新技术产业与战略性新兴技术产业，这些产业的企业与其在创业板重组上市，倒不如在科创板挂牌。,2019-12-10 22:24:10.019,radish
100,1,1,0,0,TEST,由于重组上市的标准与IPO“等同”，企业重组上市的难度提高。,2019-12-10 22:24:10.019,radish
101,1,1,0,0,TEST,由于重组上市的标准与IPO“等同”，企业重组上市的难度提高。,2019-12-10 22:24:10.019,radish
102,1,1,0,0,TEST,可以预见的是，此次通过对《重组办法》的修订，对上市公司并购重组的松绑，不仅能够助力上市公司提质增效，也能激发上市公司并购重组的热情，进一步释放资本市场的活力。,2019-12-10 22:24:10.019,radish
103,1,1,0,0,TEST,由于从多个方面进行松绑，实际上是降低的门槛。,2019-12-10 22:24:10.019,radish
104,1,1,0,0,TEST,而且，对于创业板公司而言，虽然重组上市已经解禁，但由于只限定于高新技术产业与战略性新兴技术产业，这些产业的企业与其在创业板重组上市，倒不如在科创板挂牌。,2019-12-10 22:24:10.019,radish
105,1,1,0,0,TEST,而且，对于创业板公司而言，虽然重组上市已经解禁，但由于只限定于高新技术产业与战略性新兴技术产业，这些产业的企业与其在创业板重组上市，倒不如在科创板挂牌。,2019-12-10 22:24:10.019,radish
106,1,1,0,0,TEST,而且，对于创业板公司而言，虽然重组上市已经解禁，但由于只限定于高新技术产业与战略性新兴技术产业，这些产业的企业与其在创业板重组上市，倒不如在科创板挂牌。,2019-12-10 22:24:10.019,radish
107,1,1,0,0,TEST,由于重组上市的标准与IPO“等同”，企业重组上市的难度提高。,2019-12-10 22:24:10.019,radish
108,1,1,0,0,TEST,由于重组上市的标准与IPO“等同”，企业重组上市的难度提高。,2019-12-10 22:24:10.019,radish
109,1,1,0,0,TEST,由于重组上市的标准与IPO“等同”，企业重组上市的难度提高。,2019-12-10 22:24:10.019,radish
110,1,1,0,0,TEST,周五全天是感觉没有什么好的题材介入的，只能做下涨价题材猪肉股以及双十一题材，双十一题材随着时间的临近也已经到尾声了，鲁商发展玻尿酸周五是放了大量出来，这里还要考虑正主华熙生物的上市，所以这只正常来说周一就有可能是见顶了，另外电商股星期六是对应壹网壹创的补涨，壹网壹创周五收了条上影，这个形态也是不太好，从题材的时间来说，很快就双十一了，资金总要预足撤退的时间，所以这个题材也就这样了，周五涨停的天创时尚，值得买这些都可以视作是板块高潮的标志。,2019-12-10 22:24:10.019,radish
111,1,1,0,0,TEST,受此影响，美股部分区块链概念股出现了大幅上涨的走势，至于近年来大热的比特币，也因此受到了显著提振，价格一度出现了显著回升的走势。,2019-12-10 22:24:10.019,radish
112,1,1,0,0,TEST,区块链，得到了政策的认可，这对区块链技术的发展与创新，带来了不一般的影响意义。,2019-12-10 22:24:10.019,radish
113,1,1,0,0,TEST,但是，需要肯定的是，对于此次区块链技术得到政策层面的认可，但此次政策定调，并非意在鼓励资金炒作与投机，甚至可能因此引发行业的加速洗牌，推动行业的优胜劣汰进程。,2019-12-10 22:24:10.019,radish
114,1,1,0,0,TEST,与此同时，通过此次政策定调，可能意味着未来政策层面更重视区块链技术的核心竞争力，并积极探寻区块链技术与实体经济的融合，并更有利于推动企业与经济的发展与转型，且更有针对性的解决好安全隐私等核心问题，从而造福社会。,2019-12-10 22:24:10.019,radish
115,1,1,0,0,TEST,对于区块链的发展前景，逐渐得到了多方的认可。,2019-12-10 22:24:10.019,radish
116,1,1,0,0,TEST,但是，对于市场而言，区块链的大热，可能会推动区块链概念股的短期上涨。,2019-12-10 22:24:10.019,radish
117,1,1,0,0,TEST,前三季度最终消费支出对经济增长贡献率保持在60%以上，消费这驾马车已经成为拉动国内经济的主要驱动力，是长期推动国内经济增长的动力之源。,2019-12-10 22:24:10.019,radish
118,1,1,0,0,TEST,消费这一驾马车对经济的作用长期仍保持“油量满满”，尤其是在投资和出口增速回落的情况下，对经济的促进作用更是显得尤为重要，也因此，国内消费潜力仍待继续挖掘，通过不断释放消费潜力来为经济带来动力。,2019-12-10 22:24:10.019,radish
119,1,1,0,0,TEST,这是继证监会宣布降低交易成本，引导长期资金入市之后的有一个大动作。,2019-12-10 22:24:10.019,radish
120,1,1,0,0,TEST,四是在高层宣布，区块链技术的集成应用在新的技术革新和产业变革中起着重要作用的指示以后，整个区块链圈都沸腾了，朋友圈被刷屏，不少小伙伴惊呼，区块链的春天到了。,2019-12-10 22:24:10.019,radish
121,1,1,0,0,TEST,这或许是国际投资机构进军中国资本市场的一个信号，也在兆示着A股市场广阔的发展空间。,2019-12-10 22:24:10.019,radish
