,support,itemsets
415,0.05041830817582223,['重要']
24,0.03802399185516356,['不断']
187,0.036651763976804926,['已经']
46,0.03616484440706476,['主要']
400,0.03421716612810411,['进一步']
291,0.03377451197379487,['没有']
1,0.029613562923288036,['一定']
339,0.028329865875791244,['积极']
267,0.025629675534504893,['有效']
77,0.02536408304191935,['全面']
214,0.024523040148731797,['必须']
159,0.023372139347527777,['安全']
418,0.022885219777787614,['长期']
256,0.021778584392014518,['更加']
70,0.021512991899428974,['健康']
343,0.021247399406843434,['稳定']
39,0.020671949006241423,['严重']
285,0.020450621929086806,['比较']
412,0.01960957903589925,['重大']
71,0.019521048205037403,['充分']
317,0.019299721127882787,['甚至']
3,0.019166924881590015,['一旦']
307,0.01854720906555708,['特别']
324,0.01797175866495507,['直接']
331,0.017883227834093223,['真正']
143,0.01761763534150768,['基本']
427,0.017086450356336595,['非常']
17,0.016289672878579964,['不同']
185,0.016156876632287195,['巨大']
128,0.016156876632287195,['合理']
247,0.01611261121685627,['明显']
262,0.015581426231685184,['最终']
178,0.014474790845912088,['尤其']
237,0.01425346376875747,['整个']
215,0.014076402107033774,['快速']
170,0.013855075029879156,['容易']
151,0.013810809614448232,['大幅']
78,0.013633747952724536,['公共']
425,0.013279624629277146,['难以']
208,0.012925501305829755,['往往']
167,0.012571377982382365,['实际上']
206,0.012482847151520517,['当然']
82,0.012438581736089593,['共同']
166,0.011774600504625737,['实际']
335,0.011774600504625737,['短期']
327,0.011509008012040193,['相对']
212,0.011376211765747421,['必然']
277,0.011331946350316497,['根本']
160,0.011199150104023727,['完全']
398,0.011199150104023727,['还是']
391,0.011154884688592803,['越来越']
228,0.010889292196007259,['成功']
79,0.010845026780576335,['公平']
53,0.010667965118852641,['仍然']
239,0.010358107210836173,['新兴']
7,0.010225310964543403,['一直']
408,0.010092514718250631,['逐步']
248,0.00973839139480324,['明确']
105,0.00960559514851047,['努力']
31,0.009561329733079545,['不足']
84,0.009517064317648621,['其实']
147,0.009340002655924926,['大力']
333,0.009340002655924926,['矛盾']
132,0.009295737240494002,['同样']
232,0.009162940994201231,['所有']
278,0.008985879332477536,['正在']
85,0.008543225178168298,['具体']
376,0.008498959762737374,['良好']
279,0.00845469434730645,['正常']
288,0.008189101854720906,['民营']
192,0.007834978531273516,['平衡']
282,0.007746447700411668,['正确']
213,0.007702182284980745,['必要']
138,0.007569386038687973,['困难']
370,0.007525120623257049,['自然']
318,0.007480855207826125,['由此']
249,0.007392324376964278,['显然']
38,0.007348058961533354,['严格']
409,0.007348058961533354,['逐渐']
402,0.00730379354610243,['连续']
371,0.007170997299809659,['自由']
83,0.007126731884378735,['关键']
119,0.007082466468947811,['反而']
115,0.007082466468947811,['及时']
337,0.006993935638085963,['确实']
45,0.006861139391793192,['主动']
240,0.006861139391793192,['新型']
397,0.006861139391793192,['过度']
158,0.006816873976362268,['始终']
171,0.006772608560931344,['宽松']
252,0.00672834314550042,['普遍']
295,0.006595546899207649,['深入']
390,0.006595546899207649,['贫困']
10,0.006551281483776725,['一般']
389,0.006551281483776725,['负面']
196,0.006507016068345801,['广泛']
436,0.00637421982205303,['高度']
394,0.00637421982205303,['迅速']
195,0.00637421982205303,['广大']
266,0.006285688991191182,['有序']
255,0.006241423575760258,['更为']
61,0.006241423575760258,['伟大']
349,0.006197158160329334,['简单']
229,0.006108627329467487,['成熟']
60,0.006108627329467487,['优质']
231,0.006064361914036563,['或许']
202,0.005975831083174715,['强大']
145,0.0059315656677437914,['复杂']
66,0.005887300252312868,['依然']
189,0.0057545040060200964,['平均']
413,0.0057102385905891725,['重新']
65,0.0057102385905891725,['依法']
325,0.005621707759727325,['相互']
250,0.005621707759727325,['显著']
89,0.005621707759727325,['再次']
4,0.005621707759727325,['一样']
127,0.0055331769288654775,['合法']
275,0.0054889115134345535,['极大']
95,0.0053561152671417825,['切实']
190,0.005223319020849011,['平稳']
15,0.005179053605418087,['不再']
271,0.005134788189987163,['有限']
123,0.0050905227745562396,['只是']
75,0.0050905227745562396,['先进']
286,0.005046257359125316,['毕竟']
265,0.005001991943694392,['有力']
179,0.004957726528263468,['就是']
440,0.004957726528263468,['高速']
242,0.004913461112832544,['无疑']
355,0.004913461112832544,['繁荣']
21,0.00486919569740162,['不得不']
52,0.004824930281970697,['仅仅']
346,0.004780664866539773,['突出']
296,0.004736399451108849,['深刻']
12,0.004736399451108849,['上述']
437,0.004647868620247001,['高效']
155,0.004603603204816077,['大规模']
365,0.004603603204816077,['美好']
64,0.004470806958523306,['低迷']
362,0.004470806958523306,['统一']
351,0.004470806958523306,['精准']
301,0.004470806958523306,['潜在']
80,0.004470806958523306,['公开']
28,0.004470806958523306,['不良']
375,0.004338010712230534,['至少']
35,0.004338010712230534,['专项']
183,0.004293745296799611,['尽快']
59,0.004249479881368687,['优秀']
218,0.004205214465937763,['恐怕']
114,0.004205214465937763,['原来']
330,0.004205214465937763,['真实']
251,0.004205214465937763,['普通']
107,0.004205214465937763,['协调']
338,0.004160949050506839,['科学']
358,0.004160949050506839,['经常']
426,0.004116683635075915,['集中']
43,0.004116683635075915,['丰富']
161,0.004116683635075915,['完善']
367,0.004072418219644991,['肯定']
263,0.004072418219644991,['最高']
378,0.004072418219644991,['落后']
419,0.004072418219644991,['长远']
121,0.004028152804214068,['发达']
150,0.004028152804214068,['大大']
191,0.003983887388783144,['平等']
382,0.00393962197335222,['虚假']
30,0.00393962197335222,['不要']
393,0.00393962197335222,['较为']
19,0.00393962197335222,['不好']
92,0.003895356557921296,['几乎']
395,0.003895356557921296,['过于']
244,0.0038510911424903724,['日益']
377,0.0038068257270594485,['良性']
328,0.0037625603116285245,['相当']
131,0.0037625603116285245,['同时']
203,0.003674029480766677,['强烈']
62,0.003674029480766677,['似乎']
312,0.003674029480766677,['独立']
44,0.003629764065335753,['为此']
310,0.0035854986499048295,['特殊']
180,0.0035854986499048295,['就要']
344,0.0034969678190429816,['稳步']
257,0.0034969678190429816,['曾经']
404,0.0034969678190429816,['适度']
385,0.003452702403612058,['规范']
353,0.003452702403612058,['紧张']
144,0.003408436988181134,['基本上']
16,0.003408436988181134,['不利']
9,0.003408436988181134,['一致']
139,0.00336417157275021,['均衡']
430,0.0032756407418883626,['顺利']
93,0.0032756407418883626,['分别']
140,0.0032756407418883626,['坚决']
273,0.0032313753264574386,['本来']
280,0.0032313753264574386,['正式']
152,0.0032313753264574386,['大幅度']
457,0.0032313753264574386,"['不断', '重要']"
18,0.0032313753264574386,['不够']
323,0.0032313753264574386,['盲目']
91,0.0032313753264574386,['准确']
356,0.003187109911026515,['纷纷']
414,0.003187109911026515,['重点']
410,0.003187109911026515,['通常']
433,0.003142844495595591,['首先']
106,0.003142844495595591,['势必']
169,0.003098579080164667,['客观']
386,0.003098579080164667,['认真']
268,0.003098579080164667,['有机']
299,0.0030543136647337437,['清楚']
67,0.0030543136647337437,['便利']
302,0.0030543136647337437,['激烈']
361,0.0030100482493028197,['绝对']
87,0.0030100482493028197,['内在']
264,0.002921517418440972,['有利']
141,0.002921517418440972,['坚定']
314,0.0028772520030100482,['现实']
198,0.0028772520030100482,['庞大']
220,0.0028329865875791243,['恐慌']
238,0.0028329865875791243,['文明']
341,0.0028329865875791243,['稳健']
259,0.0028329865875791243,['最低']
399,0.0027887211721482007,['还要']
100,0.0027887211721482007,['利好']
2,0.0027887211721482007,['一度']
34,0.0027887211721482007,['专门']
207,0.0027444557567172768,['彻底']
383,0.0027444557567172768,['被动']
298,0.0027444557567172768,['清晰']
473,0.0027444557567172768,"['健康', '安全']"
543,0.002700190341286353,"['重要', '非常']"
405,0.002700190341286353,['适当']
429,0.0026559249258554293,['非理性']
108,0.0026559249258554293,['单一']
148,0.0026559249258554293,['大型']
352,0.0026116595104245053,['紧密']
81,0.0026116595104245053,['公正']
57,0.0026116595104245053,['以此']
211,0.0025673940949935813,['必将']
172,0.0025673940949935813,['密切']
209,0.0025673940949935813,['很快']
533,0.002523128679562658,"['短期', '长期']"
315,0.002478863264131734,['现行']
401,0.00243459784870081,['远远']
509,0.00243459784870081,"['已经', '重要']"
407,0.00243459784870081,['透明']
41,0.00243459784870081,['中小']
420,0.0023903324332698863,['间接']
428,0.0023903324332698863,['非法']
304,0.0023903324332698863,['热情']
201,0.0023460670178389624,['强劲']
368,0.0023460670178389624,['腐败']
243,0.0023460670178389624,['日常']
217,0.0023460670178389624,['总是']
13,0.0023018016024080384,['不仅仅']
162,0.0023018016024080384,['完整']
40,0.0023018016024080384,['个别']
176,0.002257536186977115,['小微']
422,0.002257536186977115,['随后']
194,0.002257536186977115,['幸福']
135,0.002257536186977115,['和谐']
388,0.002257536186977115,['谨慎']
177,0.002257536186977115,['尚未']
540,0.002257536186977115,"['进一步', '重要']"
48,0.002257536186977115,['也许']
536,0.002213270771546191,"['积极', '重要']"
373,0.002213270771546191,['自觉']
254,0.002213270771546191,['暂时']
476,0.002213270771546191,"['健康', '稳定']"
313,0.002213270771546191,['率先']
136,0.002213270771546191,['唯一']
258,0.002169005356115267,['最为']
168,0.002169005356115267,['审慎']
308,0.002169005356115267,['特定']
369,0.0021247399406843434,['自动']
289,0.0021247399406843434,['永远']
364,0.0021247399406843434,['美丽']
193,0.0021247399406843434,['年轻']
417,0.0021247399406843434,['长效']
246,0.0021247399406843434,['早已']
109,0.0021247399406843434,['单纯']
42,0.0021247399406843434,['中等']
51,0.0021247399406843434,['人为']
348,0.0020804745252534194,['立即']
88,0.0020804745252534194,['再度']
261,0.0020804745252534194,['最新']
103,0.0020804745252534194,['动荡']
387,0.0020804745252534194,['诚信']
233,0.0020804745252534194,['扎实']
173,0.0020804745252534194,['密集']
146,0.0020804745252534194,['多边']
124,0.0020804745252534194,['只有']
197,0.0020362091098224955,['广阔']
350,0.001991943694391572,['类似']
22,0.001991943694391572,['不必']
111,0.001991943694391572,['危险']
49,0.001991943694391572,['二级']
489,0.001991943694391572,"['全面', '重要']"
500,0.001947678278960648,"['安全', '重大']"
142,0.001947678278960648,['坚实']
99,0.001947678278960648,['初步']
110,0.001947678278960648,['卫生']
272,0.001947678278960648,['未必']
188,0.001947678278960648,['常常']
431,0.001947678278960648,['频繁']
539,0.0019034128635297242,"['稳定', '长期']"
347,0.0019034128635297242,['突然']
297,0.0019034128635297242,['混乱']
36,0.0019034128635297242,['严厉']
303,0.0019034128635297242,['灵活']
447,0.0019034128635297242,"['不断', '全面']"
149,0.0019034128635297242,['大多']
236,0.0018591474480988005,['敏感']
221,0.0018591474480988005,['恰恰']
491,0.0018591474480988005,"['公共', '安全']"
320,0.0018591474480988005,['疯狂']
69,0.0018591474480988005,['健全']
309,0.0018591474480988005,['特朗普']
47,0.0018591474480988005,['乐观']
174,0.0018591474480988005,['富裕']
200,0.0018591474480988005,['异常']
126,0.0018148820326678765,['可靠']
456,0.0018148820326678765,"['不断', '进一步']"
86,0.0018148820326678765,['典型']
68,0.0018148820326678765,['便宜']
293,0.0018148820326678765,['活跃']
97,0.0017706166172369528,['刚刚']
74,0.001726351201806029,['先后']
122,0.001726351201806029,['只不过']
73,0.001726351201806029,['充足']
306,0.001726351201806029,['牢牢']
287,0.001726351201806029,['民主']
241,0.001726351201806029,['方便']
129,0.001682085786375105,['合适']
26,0.001682085786375105,['不用']
448,0.001682085786375105,"['不断', '始终']"
319,0.001682085786375105,['畅通']
522,0.001682085786375105,"['有效', '进一步']"
360,0.0016378203709441813,['绝不']
505,0.0016378203709441813,"['已经', '比较']"
490,0.0016378203709441813,"['公共', '基本']"
55,0.0016378203709441813,['从中']
116,0.0016378203709441813,['双向']
175,0.0016378203709441813,['对称']
112,0.0016378203709441813,['即将']
423,0.0016378203709441813,['随意']
479,0.0016378203709441813,"['健康', '重要']"
471,0.0015935549555132576,"['主要', '重要']"
205,0.0015935549555132576,['当下']
541,0.0015935549555132576,"['重大', '重要']"
416,0.0015935549555132576,['错误']
363,0.0015935549555132576,['缓慢']
441,0.0015935549555132576,['麻烦']
186,0.0015935549555132576,['巨额']
486,0.0015492895400823336,"['充分', '重要']"
504,0.0015492895400823336,"['容易', '往往']"
137,0.0015492895400823336,['团结']
354,0.0015492895400823336,['紧紧']
290,0.0015492895400823336,['沉重']
478,0.0015492895400823336,"['健康', '重大']"
222,0.0015492895400823336,['恶劣']
216,0.0015050241246514098,['急剧']
292,0.0015050241246514098,['法定']
523,0.0015050241246514098,"['有效', '重要']"
37,0.0015050241246514098,['严峻']
6,0.0015050241246514098,['一流']
284,0.0015050241246514098,['正面']
199,0.0015050241246514098,['开放型']
487,0.0015050241246514098,"['全面', '进一步']"
480,0.0015050241246514098,"['健康', '长期']"
506,0.0015050241246514098,"['已经', '没有']"
311,0.0015050241246514098,['独特']
345,0.0015050241246514098,['究竟']
322,0.0015050241246514098,['的确']
182,0.0015050241246514098,['尽可能']
518,0.001460758709220486,"['更加', '积极']"
113,0.001460758709220486,['原本']
8,0.001460758709220486,['一级']
336,0.001460758709220486,['确定']
527,0.001460758709220486,"['比较', '非常']"
33,0.001460758709220486,['不错']
460,0.001460758709220486,"['严重', '安全']"
274,0.001460758709220486,['极其']
492,0.0014164932937895621,"['公共', '重大']"
477,0.0014164932937895621,"['健康', '进一步']"
493,0.0014164932937895621,"['公平', '公正']"
432,0.0014164932937895621,['额外']
0,0.0014164932937895621,['一味']
235,0.0014164932937895621,['故意']
153,0.0014164932937895621,['大概']
54,0.0014164932937895621,['从严']
118,0.0013722278783586384,['反复']
56,0.0013722278783586384,['从来']
316,0.0013722278783586384,['理想']
58,0.0013722278783586384,['任性']
72,0.0013722278783586384,['充裕']
488,0.0013722278783586384,"['全面', '重大']"
334,0.0013722278783586384,['知名']
340,0.0013722278783586384,['稀缺']
472,0.0013722278783586384,"['健康', '公共']"
396,0.0013722278783586384,['过分']
439,0.0013722278783586384,['高级']
164,0.0013722278783586384,['宝贵']
469,0.0013722278783586384,"['主要', '没有']"
468,0.0013722278783586384,"['主要', '比较']"
485,0.0013279624629277146,"['充分', '积极']"
219,0.0013279624629277146,['恐惧']
455,0.0013279624629277146,"['不断', '积极']"
466,0.0013279624629277146,"['主要', '已经']"
245,0.0013279624629277146,['早就']
449,0.0013279624629277146,"['不断', '已经']"
507,0.0013279624629277146,"['已经', '甚至']"
384,0.0013279624629277146,['被迫']
154,0.0013279624629277146,['大约']
411,0.0013279624629277146,['配套']
542,0.0013279624629277146,"['重要', '长期']"
326,0.0013279624629277146,['相同']
76,0.0012836970474967907,['全新']
380,0.0012836970474967907,['蓬勃']
546,0.0012836970474967907,"['健康', '安全', '重大']"
443,0.0012836970474967907,"['一定', '比较']"
538,0.0012836970474967907,"['稳定', '重要']"
474,0.0012836970474967907,"['健康', '平稳']"
481,0.0012836970474967907,"['充分', '全面']"
281,0.0012836970474967907,['正当']
101,0.0012836970474967907,['到底']
98,0.0012836970474967907,['创新型']
332,0.0012836970474967907,['真的']
503,0.0012836970474967907,"['实际上', '已经']"
520,0.0012836970474967907,"['更加', '重要']"
32,0.0012836970474967907,['不过']
496,0.0012836970474967907,"['基本', '稳定']"
226,0.001239431632065867,['意外']
524,0.001239431632065867,"['比较', '没有']"
450,0.001239431632065867,"['不断', '必须']"
512,0.001239431632065867,"['快速', '重要']"
459,0.001239431632065867,"['不足', '严重']"
374,0.001239431632065867,['至今']
445,0.001239431632065867,"['不断', '主要']"
519,0.001239431632065867,"['更加', '进一步']"
165,0.001239431632065867,['实在']
526,0.001239431632065867,"['比较', '重要']"
424,0.001239431632065867,['隐性']
529,0.001239431632065867,"['没有', '真正']"
403,0.001239431632065867,['迫切']
14,0.0011951662166349432,['不便']
133,0.0011951662166349432,['同等']
525,0.0011951662166349432,"['比较', '相对']"
25,0.0011951662166349432,['不满']
544,0.0011951662166349432,"['健康', '公共', '安全']"
104,0.0011951662166349432,['助力']
381,0.0011951662166349432,['薄弱']
517,0.0011951662166349432,"['更加', '有效']"
11,0.0011951662166349432,['一起']
547,0.0011951662166349432,"['公共', '安全', '重大']"
305,0.0011951662166349432,['焦虑']
210,0.0011951662166349432,['必定']
438,0.0011951662166349432,['高端']
163,0.0011951662166349432,['定向']
446,0.0011951662166349432,"['不断', '充分']"
94,0.0011509008012040192,['分散']
227,0.0011509008012040192,['慢慢']
184,0.0011509008012040192,['尽量']
234,0.0011509008012040192,['持久']
270,0.0011509008012040192,['有益']
514,0.0011509008012040192,"['明显', '没有']"
276,0.0011509008012040192,['极度']
521,0.0011509008012040192,"['有效', '积极']"
29,0.0011509008012040192,['不行']
454,0.0011509008012040192,"['不断', '特别']"
224,0.0011509008012040192,['恶意']
5,0.0011509008012040192,['一次性']
451,0.0011509008012040192,"['不断', '快速']"
535,0.0011509008012040192,"['积极', '进一步']"
357,0.0011509008012040192,['终于']
359,0.0011509008012040192,['结果']
321,0.0011509008012040192,['疲软']
392,0.0011509008012040192,['足以']
379,0.0011066353857730955,['著名']
495,0.0011066353857730955,"['合理', '科学']"
406,0.0011066353857730955,['适时']
63,0.0011066353857730955,['低下']
253,0.0011066353857730955,['景气']
342,0.0011066353857730955,['稳妥']
530,0.0011066353857730955,"['没有', '重要']"
27,0.0011066353857730955,['不至于']
366,0.0011066353857730955,['耐心']
501,0.0011066353857730955,"['安全', '重要']"
102,0.0011066353857730955,['剧烈']
462,0.0011066353857730955,"['严重', '比较']"
483,0.0011066353857730955,"['充分', '必须']"
470,0.0011066353857730955,"['主要', '稳定']"
204,0.0011066353857730955,['强行']
545,0.0010623699703421717,"['健康', '公共', '重大']"
452,0.0010623699703421717,"['不断', '有效']"
464,0.0010623699703421717,"['主动', '积极']"
532,0.0010623699703421717,"['特别', '重要']"
444,0.0010623699703421717,"['一定', '积极']"
260,0.0010623699703421717,['最初']
130,0.0010623699703421717,['同一']
294,0.0010623699703421717,['消极']
50,0.0010623699703421717,['互相']
223,0.0010623699703421717,['恶性']
516,0.0010623699703421717,"['更为', '重要']"
125,0.0010623699703421717,['可怕']
513,0.0010623699703421717,"['整个', '比较']"
511,0.0010623699703421717,"['必须', '重要']"
510,0.0010623699703421717,"['必须', '有效']"
475,0.0010623699703421717,"['健康', '有效']"
467,0.0010623699703421717,"['主要', '快速']"
502,0.0010623699703421717,"['完全', '没有']"
90,0.0010623699703421717,['冲动']
497,0.0010623699703421717,"['基本', '重要']"
499,0.0010623699703421717,"['大幅', '已经']"
230,0.0010623699703421717,['或多或少']
453,0.0010623699703421717,"['不断', '深入']"
225,0.0010623699703421717,['悲观']
434,0.0010623699703421717,['首要']
421,0.0010623699703421717,['陆续']
96,0.0010623699703421717,['刑事']
156,0.0010181045549112477,['大都']
458,0.0010181045549112477,"['不断', '长期']"
494,0.0010181045549112477,"['努力', '积极']"
484,0.0010181045549112477,"['充分', '有效']"
134,0.0010181045549112477,['和平']
461,0.0010181045549112477,"['严重', '已经']"
20,0.0010181045549112477,['不当']
537,0.0010181045549112477,"['积极', '长期']"
23,0.0010181045549112477,['不必要']
463,0.0010181045549112477,"['严重', '重大']"
534,0.0010181045549112477,"['积极', '稳定']"
372,0.0010181045549112477,['自行']
508,0.0010181045549112477,"['已经', '稳定']"
531,0.0010181045549112477,"['没有', '长期']"
465,0.0010181045549112477,"['主要', '基本']"
329,0.0010181045549112477,['相继']
269,0.0010181045549112477,['有点']
157,0.0010181045549112477,['天然']
482,0.0010181045549112477,"['充分', '平衡']"
442,0.0010181045549112477,"['一定', '已经']"
498,0.0010181045549112477,"['大力', '积极']"
300,0.0010181045549112477,['清醒']
181,0.0010181045549112477,['尴尬']
283,0.0010181045549112477,['正规']
515,0.0010181045549112477,"['明显', '重要']"
117,0.0010181045549112477,['双重']
120,0.0010181045549112477,['反过来']
435,0.0010181045549112477,['马上']
528,0.0010181045549112477,"['没有', '甚至']"
